column_name,nan_percent
TransactionID,0.0
isFraud,0.0
TransactionDT,0.0
TransactionAmt,0.0
ProductCD,0.0
card1,0.0
card2,1.5126833068039423
card3,0.26501168422122123
card4,0.267043722694483
card5,0.7212043214684865
card6,0.26602770345785215
addr1,11.12642666034477
addr2,11.12642666034477
dist1,59.6523520845328
dist2,93.62837403054831
P_emaildomain,15.99485216920107
R_emaildomain,76.75161716395164
C1,0.0
C2,0.0
C3,0.0
C4,0.0
C5,0.0
C6,0.0
C7,0.0
C8,0.0
C9,0.0
C10,0.0
C11,0.0
C12,0.0
C13,0.0
C14,0.0
D1,0.21488806854743114
D2,47.54919226470688
D3,44.514850814508755
D4,28.60466691502693
D5,52.4674027161581
D6,87.60676668811597
D7,93.40992989467267
D8,87.31229044603245
D9,87.31229044603245
D10,12.873302401192129
D11,47.29349409015477
D12,89.04104717715988
D13,89.50926270870728
D14,89.46946862193924
D15,15.09008703898127
M1,45.90713584177194
M2,45.90713584177194
M3,45.90713584177194
M4,47.658753005723575
M5,59.34940901547736
M6,28.678836319300977
M7,58.63531682866528
M8,58.633115453652586
M9,58.633115453652586
V1,47.29349409015477
V2,47.29349409015477
V3,47.29349409015477
V4,47.29349409015477
V5,47.29349409015477
V6,47.29349409015477
V7,47.29349409015477
V8,47.29349409015477
V9,47.29349409015477
V10,47.29349409015477
V11,47.29349409015477
V12,12.881938564703491
V13,12.881938564703491
V14,12.881938564703491
V15,12.881938564703491
V16,12.881938564703491
V17,12.881938564703491
V18,12.881938564703491
V19,12.881938564703491
V20,12.881938564703491
V21,12.881938564703491
V22,12.881938564703491
V23,12.881938564703491
V24,12.881938564703491
V25,12.881938564703491
V26,12.881938564703491
V27,12.881938564703491
V28,12.881938564703491
V29,12.881938564703491
V30,12.881938564703491
V31,12.881938564703491
V32,12.881938564703491
V33,12.881938564703491
V34,12.881938564703491
V35,28.612625732380533
V36,28.612625732380533
V37,28.612625732380533
V38,28.612625732380533
V39,28.612625732380533
V40,28.612625732380533
V41,28.612625732380533
V42,28.612625732380533
V43,28.612625732380533
V44,28.612625732380533
V45,28.612625732380533
V46,28.612625732380533
V47,28.612625732380533
V48,28.612625732380533
V49,28.612625732380533
V50,28.612625732380533
V51,28.612625732380533
V52,28.612625732380533
V53,13.055169844549056
V54,13.055169844549056
V55,13.055169844549056
V56,13.055169844549056
V57,13.055169844549056
V58,13.055169844549056
V59,13.055169844549056
V60,13.055169844549056
V61,13.055169844549056
V62,13.055169844549056
V63,13.055169844549056
V64,13.055169844549056
V65,13.055169844549056
V66,13.055169844549056
V67,13.055169844549056
V68,13.055169844549056
V69,13.055169844549056
V70,13.055169844549056
V71,13.055169844549056
V72,13.055169844549056
V73,13.055169844549056
V74,13.055169844549056
V75,15.098723202492634
V76,15.098723202492634
V77,15.098723202492634
V78,15.098723202492634
V79,15.098723202492634
V80,15.098723202492634
V81,15.098723202492634
V82,15.098723202492634
V83,15.098723202492634
V84,15.098723202492634
V85,15.098723202492634
V86,15.098723202492634
V87,15.098723202492634
V88,15.098723202492634
V89,15.098723202492634
V90,15.098723202492634
V91,15.098723202492634
V92,15.098723202492634
V93,15.098723202492634
V94,15.098723202492634
V95,0.053171673383682734
V96,0.053171673383682734
V97,0.053171673383682734
V98,0.053171673383682734
V99,0.053171673383682734
V100,0.053171673383682734
V101,0.053171673383682734
V102,0.053171673383682734
V103,0.053171673383682734
V104,0.053171673383682734
V105,0.053171673383682734
V106,0.053171673383682734
V107,0.053171673383682734
V108,0.053171673383682734
V109,0.053171673383682734
V110,0.053171673383682734
V111,0.053171673383682734
V112,0.053171673383682734
V113,0.053171673383682734
V114,0.053171673383682734
V115,0.053171673383682734
V116,0.053171673383682734
V117,0.053171673383682734
V118,0.053171673383682734
V119,0.053171673383682734
V120,0.053171673383682734
V121,0.053171673383682734
V122,0.053171673383682734
V123,0.053171673383682734
V124,0.053171673383682734
V125,0.053171673383682734
V126,0.053171673383682734
V127,0.053171673383682734
V128,0.053171673383682734
V129,0.053171673383682734
V130,0.053171673383682734
V131,0.053171673383682734
V132,0.053171673383682734
V133,0.053171673383682734
V134,0.053171673383682734
V135,0.053171673383682734
V136,0.053171673383682734
V137,0.053171673383682734
V138,86.12371727571374
V139,86.12371727571374
V140,86.12371727571374
V141,86.12371727571374
V142,86.12371727571374
V143,86.12270125647711
V144,86.12270125647711
V145,86.12270125647711
V146,86.12371727571374
V147,86.12371727571374
V148,86.12371727571374
V149,86.12371727571374
V150,86.12270125647711
V151,86.12270125647711
V152,86.12270125647711
V153,86.12371727571374
V154,86.12371727571374
V155,86.12371727571374
V156,86.12371727571374
V157,86.12371727571374
V158,86.12371727571374
V159,86.12270125647711
V160,86.12270125647711
V161,86.12371727571374
V162,86.12371727571374
V163,86.12371727571374
V164,86.12270125647711
V165,86.12270125647711
V166,86.12270125647711
V167,76.35536966166559
V168,76.35536966166559
V169,76.32353439225116
V170,76.32353439225116
V171,76.32353439225116
V172,76.35536966166559
V173,76.35536966166559
V174,76.32353439225116
V175,76.32353439225116
V176,76.35536966166559
V177,76.35536966166559
V178,76.35536966166559
V179,76.35536966166559
V180,76.32353439225116
V181,76.35536966166559
V182,76.35536966166559
V183,76.35536966166559
V184,76.32353439225116
V185,76.32353439225116
V186,76.35536966166559
V187,76.35536966166559
V188,76.32353439225116
V189,76.32353439225116
V190,76.35536966166559
V191,76.35536966166559
V192,76.35536966166559
V193,76.35536966166559
V194,76.32353439225116
V195,76.32353439225116
V196,76.35536966166559
V197,76.32353439225116
V198,76.32353439225116
V199,76.35536966166559
V200,76.32353439225116
V201,76.32353439225116
V202,76.35536966166559
V203,76.35536966166559
V204,76.35536966166559
V205,76.35536966166559
V206,76.35536966166559
V207,76.35536966166559
V208,76.32353439225116
V209,76.32353439225116
V210,76.32353439225116
V211,76.35536966166559
V212,76.35536966166559
V213,76.35536966166559
V214,76.35536966166559
V215,76.35536966166559
V216,76.35536966166559
V217,77.91343516103905
V218,77.91343516103905
V219,77.91343516103905
V220,76.0531039387679
V221,76.0531039387679
V222,76.0531039387679
V223,77.91343516103905
V224,77.91343516103905
V225,77.91343516103905
V226,77.91343516103905
V227,76.0531039387679
V228,77.91343516103905
V229,77.91343516103905
V230,77.91343516103905
V231,77.91343516103905
V232,77.91343516103905
V233,77.91343516103905
V234,76.0531039387679
V235,77.91343516103905
V236,77.91343516103905
V237,77.91343516103905
V238,76.0531039387679
V239,76.0531039387679
V240,77.91343516103905
V241,77.91343516103905
V242,77.91343516103905
V243,77.91343516103905
V244,77.91343516103905
V245,76.0531039387679
V246,77.91343516103905
V247,77.91343516103905
V248,77.91343516103905
V249,77.91343516103905
V250,76.0531039387679
V251,76.0531039387679
V252,77.91343516103905
V253,77.91343516103905
V254,77.91343516103905
V255,76.0531039387679
V256,76.0531039387679
V257,77.91343516103905
V258,77.91343516103905
V259,76.0531039387679
V260,77.91343516103905
V261,77.91343516103905
V262,77.91343516103905
V263,77.91343516103905
V264,77.91343516103905
V265,77.91343516103905
V266,77.91343516103905
V267,77.91343516103905
V268,77.91343516103905
V269,77.91343516103905
V270,76.0531039387679
V271,76.0531039387679
V272,76.0531039387679
V273,77.91343516103905
V274,77.91343516103905
V275,77.91343516103905
V276,77.91343516103905
V277,77.91343516103905
V278,77.91343516103905
V279,0.0020320384732617604
V280,0.0020320384732617604
V281,0.21488806854743114
V282,0.21488806854743114
V283,0.21488806854743114
V284,0.0020320384732617604
V285,0.0020320384732617604
V286,0.0020320384732617604
V287,0.0020320384732617604
V288,0.21488806854743114
V289,0.21488806854743114
V290,0.0020320384732617604
V291,0.0020320384732617604
V292,0.0020320384732617604
V293,0.0020320384732617604
V294,0.0020320384732617604
V295,0.0020320384732617604
V296,0.21488806854743114
V297,0.0020320384732617604
V298,0.0020320384732617604
V299,0.0020320384732617604
V300,0.21488806854743114
V301,0.21488806854743114
V302,0.0020320384732617604
V303,0.0020320384732617604
V304,0.0020320384732617604
V305,0.0020320384732617604
V306,0.0020320384732617604
V307,0.0020320384732617604
V308,0.0020320384732617604
V309,0.0020320384732617604
V310,0.0020320384732617604
V311,0.0020320384732617604
V312,0.0020320384732617604
V313,0.21488806854743114
V314,0.21488806854743114
V315,0.21488806854743114
V316,0.0020320384732617604
V317,0.0020320384732617604
V318,0.0020320384732617604
V319,0.0020320384732617604
V320,0.0020320384732617604
V321,0.0020320384732617604
V322,86.05496664070174
V323,86.05496664070174
V324,86.05496664070174
V325,86.05496664070174
V326,86.05496664070174
V327,86.05496664070174
V328,86.05496664070174
V329,86.05496664070174
V330,86.05496664070174
V331,86.05496664070174
V332,86.05496664070174
V333,86.05496664070174
V334,86.05496664070174
V335,86.05496664070174
V336,86.05496664070174
V337,86.05496664070174
V338,86.05496664070174
V339,86.05496664070174
id_01,75.5760829071697
id_02,76.14522301622245
id_03,88.76892335828225
id_04,88.76892335828225
id_05,76.82375452975243
id_06,76.82375452975243
id_07,99.12707013919464
id_08,99.12707013919464
id_09,87.31229044603245
id_10,87.31229044603245
id_11,76.12727334304196
id_12,75.5760829071697
id_13,78.44007179869273
id_14,86.4456260371863
id_15,76.12608798726589
id_16,78.098011989027
id_17,76.39973583499847
id_18,92.36072069631184
id_19,76.40837199850984
id_20,76.41802418125782
id_21,99.12639279303687
id_22,99.1246994276425
id_23,99.1246994276425
id_24,99.19615944728554
id_25,99.13096487960172
id_26,99.12571544687913
id_27,99.1246994276425
id_28,76.12727334304196
id_29,76.12727334304196
id_30,86.8654113184543
id_31,76.24513157449114
id_32,86.86185525112609
id_33,87.58949436109323
id_34,86.82477054898906
id_35,76.12608798726589
id_36,76.12608798726589
id_37,76.12608798726589
id_38,76.12608798726589
DeviceType,76.15572188166763
DeviceInfo,79.90551021099333
